source_id,paper_title,final_status,extraction_readiness,local_relpath,current_folder,notebook_present,local_present,local_file_exists,expected_folder_group,folder_status,local_presence_status
5e605749-8df3-44d9-8113-3b61c21f4386,Ayling - 1983 - GROWTH AND REGENERATION RATES IN THINLY ENCRUSTING DEMOSPONGIAE FROM TEMPERATE WATERS.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Ayling - 1983 - GROWTH AND REGENERATION RATES IN THINLY ENCRUSTING DEMOSPONGIAE FROM TEMPERATE WATERS.pdf,EXCLUDED_FINAL,1,1,1,EXCLUDED_FINAL,ok,ok
12e9e864-5ff1-42c4-a63d-19b5d62a7464,Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Bak and Es - REGENERATION OF SUPERFICIAL DAMAGE IN THE SCLERACTINIAN CORALS AGARCA AGARCTES F. PURPUREA AND P.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
dde85c3e-6c0d-4057-9a5a-116138865992,"Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf",include_primary,needs_digitization,"literature/META_ANALYSIS_POOL/Bak - 1983 - Neoplasia, regeneration and growth in the reef-building coral Acropora palmata.pdf",META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
,Barrientos-Lujan et al. - 2019 - Ecological and functional diversity of gastropods .pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Barrientos-Lujan et al. - 2019 - Ecological and functional diversity of gastropods .pdf,EXCLUDED_FINAL,0,1,1,EXCLUDED_FINAL,ok,ok
e5029ad6-d2ad-4e7a-86eb-d54975b0d760,Barton et al. - 2017 - Coral propagation a review of techniques for ornamental trade and reef restoration.pdf,exclude_review,not_for_extraction,literature/EXCLUDED_FINAL/Barton et al. - 2017 - Coral propagation a review of techniques for ornamental trade and reef restoration.pdf,EXCLUDED_FINAL,1,1,1,EXCLUDED_FINAL,ok,ok
,Biscéré et al. - 2018 - Enhancement of coral calcification via the interpl.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Biscéré et al. - 2018 - Enhancement of coral calcification via the interpl.pdf,EXCLUDED_FINAL,0,1,1,EXCLUDED_FINAL,ok,ok
12939915-cb9c-4190-9682-7477eb8d2698,Bonesso et al. - 2017 - Exposure to elevated sea-surface temperatures below the bleaching threshold impairs coral recovery a.pdf,include_primary,ready_extract,literature/META_ANALYSIS_POOL/Bonesso et al. - 2017 - Exposure to elevated sea-surface temperatures below the bleaching threshold impairs coral recovery a.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
7b6c3c16-42d6-411f-8069-1ae430f0761d,Brown et al. - 2021 - Extended phenotypes on coral reefs cryptic phenotypes modulate coral-vermetid interactions.pdf,exclude_scope,not_for_extraction,,,1,0,0,EXCLUDED_FINAL,ok,ok
c50bc867-17ea-4393-80b1-b34f18d5fde2,Bruckner et al. - 2000 - Parrotfish predation on live coral “spot biting” and “focused biting”.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Bruckner et al. - 2000 - Parrotfish predation on live coral “spot biting” and “focused biting”.pdf,EXCLUDED_FINAL,1,1,1,EXCLUDED_FINAL,ok,ok
,Brush - 2024 - Ecology of Fishes and Invertebrates Inhabiting the.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Brush - 2024 - Ecology of Fishes and Invertebrates Inhabiting the.pdf,EXCLUDED_FINAL,0,1,1,EXCLUDED_FINAL,ok,ok
,Brush - 2025 - Assemblage structure of fishes and invertebrates i.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Brush - 2025 - Assemblage structure of fishes and invertebrates i.pdf,EXCLUDED_FINAL,0,1,1,EXCLUDED_FINAL,ok,ok
,Buck-Wiese et al. - 2018 - Patterns in sexual reproduction of the dominant sc.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Buck-Wiese et al. - 2018 - Patterns in sexual reproduction of the dominant sc.pdf,EXCLUDED_FINAL,0,1,1,EXCLUDED_FINAL,ok,ok
9616c9c9-f92f-4a43-8be4-4bd0b5875f3c,"Burmester et al. - 2017 - Temperature and symbiosis affect lesion recovery in experimentally wounded, facultatively symbiotic.pdf",include_primary,ready_extract,"literature/META_ANALYSIS_POOL/Burmester et al. - 2017 - Temperature and symbiosis affect lesion recovery in experimentally wounded, facultatively symbiotic.pdf",META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
daec544d-cfab-46db-be2a-1d3596bc0395,Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Burmester et al. - 2018 - The impact of autotrophic versus heterotrophic nutritional pathways on colony health and wound recov.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
26babed0-9e6c-4621-9dca-9253eb39b9fb,Cameron and Edmunds - 2014 - Effects of simulated fish predation on small colonies of massive Porites spp. and Pocillopora meandr.pdf,include_primary,ready_extract,literature/META_ANALYSIS_POOL/Cameron and Edmunds - 2014 - Effects of simulated fish predation on small colonies of massive Porites spp. and Pocillopora meandr.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
9f7a74ab-485d-44be-88c3-28c6b4a7c491,Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Chadwick and Loya - 1990 - Regeneration after experimental breakage in the solitary reef coral Fungia granulosa Klunzing.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
4e3fb9f0-e78a-40f5-abc2-01412b9ab7fb,Chong-Seng et al. - 2011 - Selective feeding by coral reef fishes on coral lesions associated with brown band and black band di.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Chong-Seng et al. - 2011 - Selective feeding by coral reef fishes on coral lesions associated with brown band and black band di.pdf,EXCLUDED_FINAL,1,1,1,EXCLUDED_FINAL,ok,ok
d86a557e-5735-4326-9f08-979e13c7ee6d,Comeau et al. - 2014 - Effects of irradiance on the response of the coral Acropora pulchra and the calcifying alga Hydrolit.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Comeau et al. - 2014 - Effects of irradiance on the response of the coral Acropora pulchra and the calcifying alga Hydrolit.pdf,EXCLUDED_FINAL,1,1,1,EXCLUDED_FINAL,ok,ok
d4f87f68-6209-4973-bf99-fac310af5656,Coral-Damsel-Wounding-Manuscript.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Coral-Damsel-Wounding-Manuscript.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
deff576c-ed14-48e7-884a-51d6447654a4,Coral_Regeneration_Review_Annual_Review_Marine_Science_10_31_2025.pdf,exclude_review,not_for_extraction,,,1,0,0,EXCLUDED_FINAL,ok,ok
,Counsell - 2018 - Assembly Dynamics for a Coral-Associated Reef Comm.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Counsell - 2018 - Assembly Dynamics for a Coral-Associated Reef Comm.pdf,EXCLUDED_FINAL,0,1,1,EXCLUDED_FINAL,ok,ok
,Counsell et al. - 2019 - Colony size and depth affect wound repair in a bra.pdf,duplicate_alias,not_for_extraction,literature/DUPLICATES/Counsell et al. - 2019 - Colony size and depth affect wound repair in a bra.pdf,DUPLICATES,0,1,1,DUPLICATES,ok,ok
ec19aed9-6875-473a-accb-914b065e6e10,Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Counsell et al. - 2019 - Colony size and depth affect wound repair in a branching coral.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
740435e0-2577-4691-baa4-77cc09e904e9,Cox - 2014 - Corallivory The Coral’s Point of View.pdf,exclude_review,not_for_extraction,literature/EXCLUDED_FINAL/Cox - 2014 - Corallivory The Coral’s Point of View.pdf,EXCLUDED_FINAL,1,1,1,EXCLUDED_FINAL,ok,ok
034d4e10-aee2-4964-9c77-cb6f4174bd3e,Cróquer et al. - 2002 - Environmental factors affecting tissue regeneration of the reef - building coral Montastraea annular.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Cróquer et al. - 2002 - Environmental factors affecting tissue regeneration of the reef - building coral Montastraea annular.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
bcc5b4a2-3f38-42ed-8309-63964483f263,Cunning et al. - 2018 - Comparative analysis of the Pocillopora damicornis genome highlights role of immune system in coral.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Cunning et al. - 2018 - Comparative analysis of the Pocillopora damicornis genome highlights role of immune system in coral.pdf,EXCLUDED_FINAL,1,1,1,EXCLUDED_FINAL,ok,ok
2f44d6fc-1aa4-4747-a000-1c5be042d723,D’Angelo et al. - 2012 - Locally accelerated growth is part of the innate immune response and repair mechanisms in reef-build.pdf,include_mechanism_only,not_for_extraction,literature/MECHANISMS_ONLY/D’Angelo et al. - 2012 - Locally accelerated growth is part of the innate immune response and repair mechanisms in reef-build.pdf,MECHANISMS_ONLY,1,1,1,MECHANISMS_ONLY,ok,ok
83a15da3-d64e-494a-94ee-a253c2392c96,"Da Silveira and Van’T Hof - 1977 - Regeneration in the Gorgonian Plexura Flexuosa (Cnidaria, Octocorallia).pdf",exclude_scope,not_for_extraction,"literature/EXCLUDED_FINAL/Da Silveira and Van’T Hof - 1977 - Regeneration in the Gorgonian Plexura Flexuosa (Cnidaria, Octocorallia).pdf",EXCLUDED_FINAL,1,1,1,EXCLUDED_FINAL,ok,ok
28b1e816-45f3-42fc-a2b0-0cfea52a0adc,"DeFilippo et al. - 2016 - Patterns of surface lesion recovery in the Northern Star Coral, Astrangia poculata.pdf",include_primary,needs_digitization,"literature/META_ANALYSIS_POOL/DeFilippo et al. - 2016 - Patterns of surface lesion recovery in the Northern Star Coral, Astrangia poculata.pdf",META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
09f69156-3ca0-4bf2-98e2-fe2b25612587,Denis et al. - 2011 - Lesion regeneration capacities in populations of the massive coral Porites lutea at Réunion Island.pdf,include_primary,ready_extract,literature/META_ANALYSIS_POOL/Denis et al. - 2011 - Lesion regeneration capacities in populations of the massive coral Porites lutea at Réunion Island.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
4d1dfa9c-9c0b-438d-bf33-ec928b7d6696,Denis_2013_Fast_Growth_May_Impair_Regeneration_Capacity_in_th..._doi-10.1371-journal.pone.0072618.pdf,include_primary,ready_extract,literature/META_ANALYSIS_POOL/Denis et al. - 2013 - Fast Growth May Impair Regeneration Capacity in the Branching Coral Acropora muricata.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
3d374a40-79d3-413b-99c2-670f9da97bef,"Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",include_primary,needs_digitization,"literature/META_ANALYSIS_POOL/Dias et al. - 2018 - Mortality, growth and regeneration following fragmentation of reef-forming corals under thermal stre.pdf",META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
a1481487-85d7-43d6-9260-5bdb0970ebdd,"Diaz-Pulido et al. - 2009 - Doom and Boom on a Resilient Reef Climate Change, Algal Overgrowth and Coral Recovery.pdf",exclude_scope,not_for_extraction,"literature/EXCLUDED_FINAL/Diaz-Pulido et al. - 2009 - Doom and Boom on a Resilient Reef Climate Change, Algal Overgrowth and Coral Recovery.pdf",EXCLUDED_FINAL,1,1,1,EXCLUDED_FINAL,ok,ok
,Doo et al. - 2018 - Obligate ectosymbionts increase the physiological .pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Doo et al. - 2018 - Obligate ectosymbionts increase the physiological .pdf,EXCLUDED_FINAL,0,1,1,EXCLUDED_FINAL,ok,ok
c849a042-644e-4b4f-a530-33cfb800d9a9,E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/E and Y - 1996 - Regeneration versus budding in fungiid corals a trade-off.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
,Edmunds and Burgess - 2016 - Size-dependent physiological responses of the bran.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Edmunds and Burgess - 2016 - Size-dependent physiological responses of the bran.pdf,EXCLUDED_FINAL,0,1,1,EXCLUDED_FINAL,ok,ok
,Edmunds and Burgess - 2017 - Colony size and turbulent flow speed modulate the .pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Edmunds and Burgess - 2017 - Colony size and turbulent flow speed modulate the .pdf,EXCLUDED_FINAL,0,1,1,EXCLUDED_FINAL,ok,ok
,Edmunds et al. - 2018 - Density-dependence mediates coral assemblage struc.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Edmunds et al. - 2018 - Density-dependence mediates coral assemblage struc.pdf,EXCLUDED_FINAL,0,1,1,EXCLUDED_FINAL,ok,ok
,Edmunds et al. - 2025 - A physiological crisis drives the coral recruitmen.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Edmunds et al. - 2025 - A physiological crisis drives the coral recruitmen.pdf,EXCLUDED_FINAL,0,1,1,EXCLUDED_FINAL,ok,ok
b0949a7c-520e-4a37-af04-25979598ec2d,Edmunds and Lenihan - 2010 - Effect of sub-lethal damage to juvenile colonies of massive Porites spp. under contrasting regimes o.pdf,include_primary,ready_extract,literature/META_ANALYSIS_POOL/Edmunds and Lenihan - 2010 - Effect of sub-lethal damage to juvenile colonies of massive Porites spp. under contrasting regimes o.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
2e3b055f-28df-4def-97aa-660ac537a95f,Edmunds and Yarid - 2017 - The effects of ocean acidification on wound repair in the coral Porites spp..pdf,include_primary,ready_extract,literature/META_ANALYSIS_POOL/Edmunds and Yarid - 2017 - The effects of ocean acidification on wound repair in the coral Porites spp..pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
f7335f31-f560-4d42-9f0d-52fdbec8ece6,Meesters et al 1992 sedimentation and lesion position.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Meesters et al 1992 sedimentation and lesion position.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
348d7203-b68d-472c-89da-e3e6704b2f50,Eh and Rpm - 1995 - Age-related deterioration of a physiological function in the branching coral Acropora palmata.pdf,include_primary,ready_extract,literature/META_ANALYSIS_POOL/Eh and Rpm - 1995 - Age-related deterioration of a physiological function in the branching coral Acropora palmata.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
1d9e4e6d-fe25-4609-b0ac-78fdb306c80b,Eh et al. - 1997 - Predicting regeneration of physical damage on a reef-building coral by regeneration capacity and les.pdf,include_primary,ready_extract,literature/META_ANALYSIS_POOL/Eh et al. - 1997 - Predicting regeneration of physical damage on a reef-building coral by regeneration capacity and les.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
c6b2ff5b-0225-4b9a-92e7-8dfa6a6debeb,Enochs and Glynn - 2017 - Corallivory in the Eastern Pacific.pdf,exclude_review,not_for_extraction,literature/EXCLUDED_FINAL/Enochs and Glynn - 2017 - Corallivory in the Eastern Pacific.pdf,EXCLUDED_FINAL,1,1,1,EXCLUDED_FINAL,ok,ok
ad751939-b061-4323-9097-c1e7d2e9576f,Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Fine et al. - 2002 - Bleaching effect on regeneration and resource translocation in the coral Oculina patagonica.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
a1e7fabd-36e1-4556-804c-e6f1a9c17581,Fisher et al. - 2007 - Lesion regeneration rates in reef-building corals Montastraea spp. as indicators of colony condition.pdf,include_primary,ready_extract,literature/META_ANALYSIS_POOL/Fisher et al. - 2007 - Lesion regeneration rates in reef-building corals Montastraea spp. as indicators of colony condition.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
3a3fb59c-a303-49f1-aa80-21ffe7d182cf,Fong and Lirman - 1995 - Hurricanes Cause Population Expansion of the Branching Coral Acropora palmata (Scleractinia).pdf,include_primary,ready_extract,literature/META_ANALYSIS_POOL/Fong and Lirman - 1995 - Hurricanes Cause Population Expansion of the Branching Coral Acropora palmata (Scleractinia).pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
,Fox et al. - 2019 - Trophic plasticity in a common reef-building coral.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Fox et al. - 2019 - Trophic plasticity in a common reef-building coral.pdf,EXCLUDED_FINAL,0,1,1,EXCLUDED_FINAL,ok,ok
d9c94f19-8bd1-4d12-b7e2-d2962add9961,Furby et al. - 2014 - Incidence of lesions on Fungiidae corals in the eastern Red Sea is related to water temperature and.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Furby et al. - 2014 - Incidence of lesions on Fungiidae corals in the eastern Red Sea is related to water temperature and.pdf,EXCLUDED_FINAL,1,1,1,EXCLUDED_FINAL,ok,ok
,Gardner et al. - 2019 - Coral microbiome diversity reflects mass coral ble.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Gardner et al. - 2019 - Coral microbiome diversity reflects mass coral ble.pdf,EXCLUDED_FINAL,0,1,1,EXCLUDED_FINAL,ok,ok
,Glynn et al. - 2025 - The role of holobiont composition and environmenta.pdf,exclude_scope,not_for_extraction,literature/EXCLUDED_FINAL/Glynn et al. - 2025 - The role of holobiont composition and environmenta.pdf,EXCLUDED_FINAL,0,1,1,EXCLUDED_FINAL,ok,ok
6a14a9e9-da4e-425f-bf9d-59fa573487e1,"Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",include_primary,ready_extract,"literature/META_ANALYSIS_POOL/Guzmán et al. - 1994 - Injury, regeneration and growth of Caribbean reef corals after a major oil spill in Panama.pdf",META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
e2191f69-a271-4c74-be4c-ebe977248362,Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Hall - 1997 - Interspecific differences in the regeneration of artificial injuries on scleractinian corals.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
b9536b7f-eb24-428a-8a9f-9750a74faa1f,Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Hall - 2001 - The response of Acropora hyacinthus and Montipora tuberculosa to three different types of colony dam.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
33b7b9b2-9041-454b-bba3-abfadd68029f,Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/Hall et al. - 2015 - Lesion recovery of two scleractinian corals under low pH conditions Implications for restoration ef.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
2b8676ad-34ad-450c-8649-095d5be68458,Hall_Injury_and_regeneration_of_common_reef-crest_corals.pdf,include_primary,needs_digitization,literature/META_ANALYSIS_POOL/INJURY AND REGENERATION OF COMMON REEF-CREST CORALS.pdf,META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
58b15640-3061-4ea9-a606-877701eef38c,"Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",include_primary,needs_digitization,"literature/META_ANALYSIS_POOL/Hamman - 2019 - Spatial distribution of damage affects the healing, growth, and morphology of coral.pdf",META_ANALYSIS_POOL,1,1,1,META_ANALYSIS_POOL,ok,ok
