source_id,title,type,url,normalized_title,in_screening_final,in_primary_covariates,in_all_source_covariates,in_all_response_source_index,in_rate_source_index,in_extraction_workplan,in_digitization_queue,in_any_source_table,dataset_table_count
df211e9f-33ed-4631-b952-6d5cf48724c8,Pisapia_2016_Temporal_consistency_in_background_mortality_of_four_dominan..._doi-10.1007-s00338-016-1421-4.pdf,pdf,,pisapia2016temporalconsistencyinbackgroundmortalityoffourdominandoi101007s0033801614214pdf,1,0,1,0,0,0,0,1,7
e944b3e4-72eb-4ea2-a958-8893f5852052,Pisapia_2020_Epifaunalinvertebrateassemblagesassoc.pdf,pdf,,pisapia2020epifaunalinvertebrateassemblagesassocpdf,0,0,0,0,0,0,0,0,0
b2f3bba2-1186-4245-b323-8c1f8a124f3a,Pitts_2025_SCTLD_field_probiotic.pdf,pdf,,pitts2025sctldfieldprobioticpdf,0,0,0,0,0,0,0,0,0
204d53a4-ec6a-4489-9623-a6d1529afaf4,Pratchett_2005_DynamicsofanoutbreakpopulationofAc.pdf,pdf,,pratchett2005dynamicsofanoutbreakpopulationofacpdf,0,0,0,0,0,0,0,0,0
28b2977d-c0d3-4ceb-9182-9df5c750cbba,Pratchett_2017_ThirtyYearsofResearchonCrownofTho.pdf,pdf,,pratchett2017thirtyyearsofresearchoncrownofthopdf,0,0,0,0,0,0,0,0,0
7ec080cc-81da-477d-b48b-dc7fffbc95bb,Qin_2020_Latitudinalvariationinreefcoraltiss.pdf,pdf,,qin2020latitudinalvariationinreefcoraltisspdf,0,0,0,0,0,0,0,0,0
af32557c-c3b5-4aaa-b34e-3fdcfd144961,Qin_2020_Latitudinalvariationinreefcoraltiss.pdf,pdf,,qin2020latitudinalvariationinreefcoraltisspdf,0,0,0,0,0,0,0,0,0
18d8c5c5-7e67-453b-8c9d-a757866d8251,Rahat_1983_Acomparativestudyoftentacleregenera.pdf,pdf,,rahat1983acomparativestudyoftentacleregenerapdf,0,0,0,0,0,0,0,0,0
f03ad219-9305-4be5-87b2-05d117103745,Rapuano_2023_Coming_of_age_Annual_onset_of_coral_reproduction_is_deter..._doi-10.1016-j.isci.2023.106533.pdf,pdf,,rapuano2023comingofageannualonsetofcoralreproductionisdeterdoi101016jisci2023106533pdf,1,0,1,0,0,0,0,1,7
1166c22a-88f0-4390-bfce-17c49b6be790,Rawlinson_2012_Discoveryofthecorallivorouspolyclad.pdf,pdf,,rawlinson2012discoveryofthecorallivorouspolycladpdf,0,0,0,0,0,0,0,0,0
06ab1757-8fe9-4325-96ed-6f3106b325e4,Raymundo_2016_Effects_of_Coralliophila_violacea_on_tissue_loss_in_the_sc..._doi-10.3354-dao02982.pdf,pdf,,raymundo2016effectsofcoralliophilaviolaceaontissuelossinthescdoi103354dao02982pdf,1,1,1,1,0,1,1,1,30
3c3ec990-34c7-4bdb-bb49-e8d31bf6c201,Renegar_2008_Coral_Ultrastructural_Response_to_Elevated_pCO2_and....pdf,pdf,,renegar2008coralultrastructuralresponsetoelevatedpco2andpdf,1,0,1,0,0,1,0,1,8
6587b0e6-d462-492e-b2aa-177f3d11247d,Renegar_2015_Histology_and_ultrastructure_of_Montastraea_cavernosa_and....pdf,pdf,,renegar2015histologyandultrastructureofmontastraeacavernosaandpdf,1,0,1,0,0,1,0,1,8
aa91e8d4-017a-4b0d-a88d-e6f803066fb5,Renfro_2017_Benthiccommunitystructureoncoralree.pdf,pdf,,renfro2017benthiccommunitystructureoncoralreepdf,0,0,0,0,0,0,0,0,0
d91567ed-53f7-4e71-a31b-a02efa158f90,Renzi_2022_Theroleofpredatorsincoraldiseased.pdf,pdf,,renzi2022theroleofpredatorsincoraldiseasedpdf,0,0,0,0,0,0,0,0,0
0ccdd954-1740-44d7-a2c6-6280125057b5,Rice_2019_Different_nitrogen_sources_speed_recovery_from_corallivory_a..._doi-10.7717-peerj.8056.pdf,pdf,,rice2019differentnitrogensourcesspeedrecoveryfromcorallivoryadoi107717peerj8056pdf,1,1,1,1,1,1,1,1,30
002a60bc-55c8-4fdb-860a-1169fc99b2a8,Rice_2021_Complex_interactions_with_nutrients_and_sediment_alter_the_e..._doi-10.1111-maec.12670.pdf,pdf,,rice2021complexinteractionswithnutrientsandsedimentaltertheedoi101111maec12670pdf,1,1,1,1,1,1,1,1,36
c7986629-6d1d-454e-891d-dbd1b6664310,Rinkevich_1996_Do_reproduction_and_regeneration_in_damaged_corals_compete_f..._doi-10.3354-meps143297.pdf,pdf,,rinkevich1996doreproductionandregenerationindamagedcoralscompetefdoi103354meps143297pdf,1,0,1,0,0,1,0,1,8
ca8af8f7-54cb-4053-a8b4-33ecf8860c3e,Robertson_1970_Reviewofthepredatorsandparasitesof.pdf,pdf,,robertson1970reviewofthepredatorsandparasitesofpdf,0,0,0,0,0,0,0,0,0
e2690aff-5a20-4205-9f93-4c0f46c8d749,Rodriguez-Villalobos_2016_Wound_repair_in_Pocillopora_doi-10.1016-j.jip.2016.07.002.pdf,pdf,,rodriguezvillalobos2016woundrepairinpocilloporadoi101016jjip201607002pdf,1,0,1,0,0,1,0,1,9
822e5ac7-cdbb-40f9-94ea-6f0962ebd09a,Rodríguez-Villalobos_2016_WoundrepairiniPocilloporai.pdf,pdf,,rodriguezvillalobos2016woundrepairinipocilloporaipdf,0,0,0,0,0,0,0,0,0
0fef76ae-f8a7-4598-a71e-60277ed13b79,Roff_2014_Porites_and_the_Phoenix_effect_unprecedented_recovery_aft..._doi-10.1007-s00227-014-2426-6.pdf,pdf,,roff2014poritesandthephoenixeffectunprecedentedrecoveryaftdoi101007s0022701424266pdf,1,0,1,0,0,0,0,1,8
33d2bc0d-ec51-4225-a216-bf74b34fa89d,Rotjan_2006_Chronic_parrotfish_grazing_impedes_coral_recovery_after_blea..._doi-10.1007-s00338-006-0120-y.pdf,pdf,,rotjan2006chronicparrotfishgrazingimpedescoralrecoveryafterbleadoi101007s003380060120ypdf,1,1,1,1,0,1,1,1,28
fe532d7a-f878-4a85-962a-7de43d06a80c,Rotjan_2009_Predators_selectively_graze_reproductive_structures_in_a_clo..._doi-10.1007-s00227-008-1108-7.pdf,pdf,,rotjan2009predatorsselectivelygrazereproductivestructuresinaclodoi101007s0022700811087pdf,1,1,1,1,1,1,0,1,29
0a53c059-7113-4949-bacc-ace35e9619ed,Ruiz-Diaz_2016_Theroleofcoralcolonyhealthstatein.pdf,pdf,,ruizdiaz2016theroleofcoralcolonyhealthstateinpdf,0,0,0,0,0,0,0,0,0
7acc335a-60ad-43ed-b8f8-b3a6325546cd,Rädecker_2021_Heatstressdestabilizessymbioticnutri.pdf,pdf,,radecker2021heatstressdestabilizessymbioticnutripdf,0,0,0,0,0,0,0,0,0
0caae3ce-2444-4f10-b7fe-a5685ceb0da1,Röttinger_2021_NematostellavectensisanEmergingMode.pdf,pdf,,rottinger2021nematostellavectensisanemergingmodepdf,0,0,0,0,0,0,0,0,0
3525a9e1-a6a5-4dde-bd4f-ee11aca68ad1,STIER_ETAL_MS_2026-05-21 (THIS PAPER for grounding),pdf,,stieretalms20260521thispaperforgrounding,0,0,0,0,0,0,0,0,0
6da70b1c-7428-4a76-904c-b69d981f2824,Sabine_2015_Environmental_conditions_influence_tissue_regeneration_rates..._doi-10.1016-j.marpolbul.2015.04.006.pdf,pdf,,sabine2015environmentalconditionsinfluencetissueregenerationratesdoi101016jmarpolbul201504006pdf,1,1,1,1,1,1,1,1,30
6dff4582-b0c5-4bf5-b89c-b858a4664a31,Salamanca-Díaz_2025_TheiHydractiniaicellatlasreveal.pdf,pdf,,salamancadiaz2025theihydractiniaicellatlasrevealpdf,0,0,0,0,0,0,0,0,0
2059b598-335f-4890-8512-6e1f86fed557,Sani_2024_Ocean_warming_and_acidification_detrimentally_affect_coral_t..._doi-10.1016-j.scitotenv.2023.167789.pdf,pdf,,sani2024oceanwarmingandacidificationdetrimentallyaffectcoraltdoi101016jscitotenv2023167789pdf,1,1,1,1,1,1,1,1,31
8a06a65f-c6b4-427b-8157-52dd6f988da2,Sani_2024_Ocean_warming_and_acidification_detrimentally_affect_coral_t..._doi-10.1016-j.scitotenv.2023.167789_2.pdf,pdf,,sani2024oceanwarmingandacidificationdetrimentallyaffectcoraltdoi101016jscitotenv20231677892pdf,1,0,1,0,0,0,0,1,7
7f93bb20-5bd3-4a87-b42f-3441738003e2,Sato_2009_SuccessionalchangesinbacterialBBD.pdf,pdf,,sato2009successionalchangesinbacterialbbdpdf,0,0,0,0,0,0,0,0,0
11d0c6f7-a70e-4f77-be2a-c7b9b570a93f,Schopmeyer_2017_RegionalrestorationbenchmarksforAcro.pdf,pdf,,schopmeyer2017regionalrestorationbenchmarksforacropdf,0,0,0,0,0,0,0,0,0
293ba707-b315-4bab-b349-b9f5ca410f40,Seifert_2023_Enduringquestionsinregenerativebiolo.pdf,pdf,,seifert2023enduringquestionsinregenerativebiolopdf,0,0,0,0,0,0,0,0,0
9d6998fc-caf1-4dbd-883f-ad9b9184d062,Shaver_2017_Effects_of_predation_and_nutrient_enrichment_on_the_success..._doi-10.1002-ecy.1709.pdf,pdf,,shaver2017effectsofpredationandnutrientenrichmentonthesuccessdoi101002ecy1709pdf,1,1,1,1,0,1,1,1,28
9b677d96-662e-4114-83b2-34d492e969af,Shaver_2018_Localmanagementactionscanincreaseco.pdf,pdf,,shaver2018localmanagementactionscanincreasecopdf,0,0,0,0,0,0,0,0,0
3b500dbd-57b5-46ab-83a1-bacffec122a8,Shirur_2016_Lesion_recovery_and_the_bacterial_microbiome_in_two_Caribbe..._doi-10.1007-s00227-016-3008-6.pdf,pdf,,shirur2016lesionrecoveryandthebacterialmicrobiomeintwocaribbedoi101007s0022701630086pdf,1,0,1,0,0,0,0,1,6
524c0c67-2b6b-46b8-917d-75920e535445,Siebert_2019_Stemcelldifferentiationtrajectoriesi.pdf,pdf,,siebert2019stemcelldifferentiationtrajectoriesipdf,0,0,0,0,0,0,0,0,0
c98476f8-e261-40fd-bc28-64124a66eea1,Smith_2006_Indirecteffectsofalgaeoncoralalga.pdf,pdf,,smith2006indirecteffectsofalgaeoncoralalgapdf,0,0,0,0,0,0,0,0,0
951cc953-45a6-4421-b64f-67bb5174c5aa,Sodhi_2010_ConservationBiologyforAll.pdf,pdf,,sodhi2010conservationbiologyforallpdf,0,0,0,0,0,0,0,0,0
635d9cb2-270b-4bcc-b676-c84b81b0620b,Soong and Lang - 1992 - Reproductive Integration in Reef Corals.pdf,pdf,,soongandlang1992reproductiveintegrationinreefcoralspdf,1,1,1,1,0,1,1,1,37
f5a0d753-eb6b-424a-99c1-5595724208cd,Stier_2010_Guardcrabsalleviatedeleteriouseffect.pdf,pdf,,stier2010guardcrabsalleviatedeleteriouseffectpdf,0,0,0,0,0,0,0,0,0
205340ac-8104-4957-acbf-d26fc2048102,Stier_2012_Housekeepingmutualismsdomoresymbion.pdf,pdf,,stier2012housekeepingmutualismsdomoresymbionpdf,0,0,0,0,0,0,0,0,0
e03fea04-3942-471c-95b5-0ebd7477ccee,Stier_2024_Coralguardcrabs.pdf,pdf,,stier2024coralguardcrabspdf,0,0,0,0,0,0,0,0,0
029224ff-2057-44f6-9826-82375542c0f5,Stier_2024_Howfishesandinvertebratesimpactcora.pdf,pdf,,stier2024howfishesandinvertebratesimpactcorapdf,0,0,0,0,0,0,0,0,0
1a3946d2-f518-457f-8fde-ec69b55e2aea,Stimson_1990_Stimulationoffatbodyproductioninth.pdf,pdf,,stimson1990stimulationoffatbodyproductioninthpdf,0,0,0,0,0,0,0,0,0
e546b467-a9ea-4d0c-bbea-7ec9a36fe6c5,Sutherland_2011_PathogenisolationApalmataWhitepox.pdf,pdf,,sutherland2011pathogenisolationapalmatawhitepoxpdf,0,0,0,0,0,0,0,0,0
26ac1314-0cd0-4e1b-b703-ea888e6f6167,Sweet_2012_Ciliateandbacterialcommunitiesassoci.pdf,pdf,,sweet2012ciliateandbacterialcommunitiesassocipdf,0,0,0,0,0,0,0,0,0
5eed9120-d2e3-4a2c-a533-cc77a188b7de,Sweet_2013_Algaeasreservoirsforcoralpathogens.pdf,pdf,,sweet2013algaeasreservoirsforcoralpathogenspdf,0,0,0,0,0,0,0,0,0
b269f689-c2c5-48a1-8ecb-f284c3ed7edc,Titlyanov_2005_Regeneration_of_artificial_injuries_on_scleractinian_corals..._doi-10.1016-j.jembe.2005.02.015.pdf,pdf,,titlyanov2005regenerationofartificialinjuriesonscleractiniancoralsdoi101016jjembe200502015pdf,1,1,1,1,1,1,1,1,38
e59f2744-86d9-46a0-81cb-d09e567e40e1,Titlyanov_2005_Regenerationofartificialinjuriesons.pdf,pdf,,titlyanov2005regenerationofartificialinjuriesonspdf,0,0,0,0,0,0,0,0,0
9c887b4c-dae5-4725-96db-948c2491e53d,Titlyanov_2006_Three_stages_of_injuries_regeneration_on_scleractinian_coral..._doi-10.3755-jcrs.8.39.pdf,pdf,,titlyanov2006threestagesofinjuriesregenerationonscleractiniancoraldoi103755jcrs839pdf,1,1,1,1,1,1,1,1,31
